,audio,transcription,similarity
890,common_voice_en_18608668.mp3,Adult male high pitched voice with clear pronunciation and convincing speech.,0
891,common_voice_en_17871759.mp3,"Adult male with deep voice, clear pronunciation and normal pace.",1
892,common_voice_en_17871759.mp3,Scandalous and very emotional woman with pompous toplofty high pitched voice.,0
893,common_voice_en_129997.mp3,"Adult male with soft and smooth voice, British accent, clear pronunciation and normal pace.",1
894,common_voice_en_129997.mp3,Adult male with Indian accent speaking in monotone voice with slow pace,0
895,common_voice_en_132878.mp3,"Mature male with quiet and deep voice, clear pronunciation and quick pace.",1
896,common_voice_en_132878.mp3,"An adult male with a deep emotionless voice, clear pronunciation and an American accent.",0
897,p363_294_mic1.flac,"Adult male with smooth and monotone voice, clear pronunciation and normal pace.",1
898,p363_294_mic1.flac,Adult female speaking with a low-pitched voice in a disappointed tone and audible inhale and exhale in the beginning and end. ,0
899,common_voice_en_21958596.mp3,"Adult male with monotone voice, clear pronunciation and normal pace.",1
900,common_voice_en_21958596.mp3,Adult male with a low pitched voice speaks with an accent,0
901,common_voice_en_19688361.mp3,"Mature female with strong and monotone voice, American accent, clear pronunciation and slow pace.",1
902,common_voice_en_19688361.mp3,Elder female with professional and frank voice speaks,0
903,common_voice_en_113808.mp3,"Adult male with monotone voice, clear pronunciation and normal pace.",1
904,common_voice_en_113808.mp3,Adult woman with high pitched voice speaks with pauses and with unclear pronunciation.,0
905,common_voice_en_27322120.mp3,"Mature male with Indian accent, clear pronunciation and normal pace.",1
906,common_voice_en_27322120.mp3,Elderly woman with a medium pitched voice speaking hastily,0
907,common_voice_en_18875002.mp3,"Adult male with quiet and muffled voice, unclear pronunciation and slow pace.",1
908,common_voice_en_18875002.mp3,Young female with an American accent and a clear colourful tone.,0
909,p233_060_mic1.flac,"Adult female with British accent, smooth and monotone voice, clear pronunciation and normal pace.",1
910,p233_060_mic1.flac,Adult male speaking in flat voice without making proper pauses.,0
911,p298_304_mic1.flac,Adult male with clear pronunciation and normal pace.,1
912,p298_304_mic1.flac,Young woman speaks clearly and quickly.,0
913,common_voice_en_24066289.mp3,"Adult female with high pitched monotone voice, clear pronunciation and normal pace.",1
914,common_voice_en_24066289.mp3,older male with clear convincing voice,0
915,common_voice_en_27392795.mp3,"Adult male with smooth and monotone voice, clear pronunciation and normal pace.",1
916,common_voice_en_27392795.mp3,Adult male with a low pitched voice telling a story,0
917,common_voice_en_22527273.mp3,"Adult female with British accent, monotone voice, clear pronunciation and normal pace.",1
918,common_voice_en_22527273.mp3,"His voice is deep and emotionless. He has a strong east-asian accent, probably Chinese. He could be at 25-30 years old with English level around A2-B1.He recorded himself closely to his microphone.",0
919,p264_333_mic1.flac,"Adult female with smooth and monotone voice, clear pronunciation and quick pace.",1
920,p264_333_mic1.flac,Young woman speaking with a slightly nasal voice ,0
921,common_voice_en_651782.mp3,"A woman speaking two sentences about crickets and lizards, notable cut between each sentence and some unclear pronunciation at the end of the first sentence.",1
922,common_voice_en_651782.mp3,Adult male with Indian accent speaking monotonely,0
923,common_voice_en_19198816.mp3,Adult male with American accent and clear pronunciation,1
924,common_voice_en_19198816.mp3,"Mature male with emotional, pleasant and convincing voice with clear pronunciation.",0
925,common_voice_en_125870.mp3,older male with clear convincing voice,1
926,common_voice_en_125870.mp3,young male with indian accent and slow speech,0
927,common_voice_en_22972941.mp3,"adult male with orotund voice, clicking of the start and end of the recording in the background",1
928,common_voice_en_22972941.mp3,A young woman with an American accent speaks in a high voice and pronounces clearly.,0
929,common_voice_en_127217.mp3,An adult male speaking calmly.,1
930,common_voice_en_127217.mp3,"Adult man with accent, low bassy voice, with a bit of background echo.",0
931,common_voice_en_576184.mp3,An adult male with an European accent saying a sentence with a mispronunciation in the final word.,1
932,common_voice_en_576184.mp3,Adult male with soft and quiet voice and dull speech,0
933,common_voice_en_102176.mp3,older female with expressive voice but quite unclear pronunciation,1
934,common_voice_en_102176.mp3,Adult male with high pitched and serious voice speaking convincingly.,0
935,common_voice_en_52674.mp3,An adult male speaking in a deeper and emotionless voice,1
936,common_voice_en_52674.mp3,Fast-paced sentence told by a male with childlike voice ,0
937,common_voice_en_23369574.mp3,short sentence by young female,1
938,common_voice_en_23369574.mp3,Younger male with American accent speaking in a clear way but with a slightly unclear pronunciation.,0
939,common_voice_en_24839845.mp3,"adult male with unfamiliar accent, storytelling voice",1
940,common_voice_en_24839845.mp3,Adult woman low pitched confident voice with convincing speech,0
941,common_voice_en_20249727.mp3,"Older man with Indian accent, clear pronunciation with some background noice",1
942,common_voice_en_20249727.mp3,High pitched adult male voice with unclear accent and clear pronunciation with exaggerated loud and slow-paced chopped speech whit rhythmic rather emotionless tone.,0
943,common_voice_en_26119964.mp3,An adult male speaking in a deeper voice.,1
944,common_voice_en_26119964.mp3,"Male with robot like voice speaks, voice breaks multiple times",0
945,common_voice_en_79284.mp3,adult male with rough voice and unclear pronunciation in the second half of the sentence,1
946,common_voice_en_79284.mp3,"Adult man speaks with a deep, smooth and modulated voice.",0
947,common_voice_en_19059106.mp3,"Adult woman with unclear accent and voice, pause before the sentence and another between the continuation of the sentence about half way in",1
948,common_voice_en_19059106.mp3,Adult male with calm and deep and monotone voice speaks slowly.,0
949,common_voice_en_20505041.mp3,"adult male with deep, pleasant and menacing voice, clear voice and pronunciation",1
950,common_voice_en_20505041.mp3,"Adult male with sullen voice, little bit disdainful, clear pronunciatin, but sounds unfriendly and unattractive. ",0
951,p253_107_mic1.flac,An adult female saying something in a clear voice.,1
952,p253_107_mic1.flac,Mature male with unclear pronunciation.,0
953,common_voice_en_26557351.mp3,An adult male with a deeper voice speaking with unclear pronunciation and a stop in the middle,1
954,common_voice_en_26557351.mp3,Adult male with authoritative yet conversational voice speaks confidently,0
955,common_voice_en_17650201.mp3,An adult male speaking in an Indian accent with unclear pronunciation.,1
956,common_voice_en_17650201.mp3,Adult male with German accent and neutral voice.,0
957,common_voice_en_509871.mp3,"adult male with accent, loud and deep voice",1
958,common_voice_en_509871.mp3,Younger male with American accent speaking in a clear way but with a slightly unclear pronunciation.,0
959,common_voice_en_18496805.mp3,Fast-paced sentence told by a male with childlike voice ,1
960,common_voice_en_18496805.mp3,Adult male speaks in a deep voice and a British accent,0
961,common_voice_en_22274405.mp3,Deep guttural adult male voice with American accent and clear pronunciation with calm expressive speech.,1
962,common_voice_en_22274405.mp3,Young female with British accent and monotone voice speaks fast,0
963,common_voice_en_642511.mp3,Low pitched hoarse adult male voice with American accent and clear pronunciation with calm modulated and rather convincing speech emphasizing some words with static noise in the background.,1
964,common_voice_en_642511.mp3,"Adult male with American accent, clear pronunciation and normal pace.",0
965,common_voice_en_18753026.mp3,High pitched piercing adult female voice with unclear accent and unclear pronunciation with slow-paced chopped speech and loud rumbling noise in the background.,1
966,common_voice_en_18753026.mp3,Adult male with American accent speaks quietly and with echo.,0
967,common_voice_en_28298105.mp3,"Low pitched adult male voice with American accent and clear pronunciation, with a rather calm monotonous speech with pauses.",1
968,common_voice_en_28298105.mp3,Adult male with a low pitched voice speaking quickly in a serious but monotone voice,0
969,p260_013_mic1.flac,Deep guttural adult male voice with British accent and clear pronunciation with hasty energetic and rhythmic speech.,1
970,p260_013_mic1.flac,Teenage female speaks while breathing in,0
971,common_voice_en_28337233.mp3,Low pitched elderly female voice with American accent and clear pronunciation with wavy rhythmic speech and convincing modulated tone with mouse clicking in the background.,1
972,common_voice_en_28337233.mp3,Adult female low pitched voice is speaking clearly.,0
973,common_voice_en_26579114.mp3,High pitched piercing young adult female voice with American accent and clear pronunciation with slightly rhythmic speech and static noise in the background.,1
974,common_voice_en_26579114.mp3,"Adult male with a German accent and a deep and rich, montone voice hesitates and stumbles a bit while speaking.",0
975,common_voice_en_483814.mp3,Low pitched guttural adult male voice with German accent and clear pronunciation with confident expressive speech with small thud in the end.,1
976,common_voice_en_483814.mp3,A mature male with a slightly croaky voice speaking softly and calmly.,0
977,p333_086_mic1.flac,High pitched slightly nasal adult female voice with American accent and clear pronunciation with rather fast-paced rhythmic speech.,1
978,p333_086_mic1.flac,Young female voice with clear pronunciation that sounds like a native english speaker with outdoor road sounds as background noises.,0
979,common_voice_en_27521450.mp3,"High pitched young childlike female voice with unclear heavy accent and clear pronunciation, with unnatural rhythmic speech, loud rumbling noise in the background.",1
980,common_voice_en_27521450.mp3,"Old male with a raspy, deep and serious voice and slow speech",0
981,common_voice_en_504514.mp3,High pitched adult male voice with Indian accent and mostly clear pronunciation with slow-paced rhythmic speech with clicking and white noise in the background.,1
982,common_voice_en_504514.mp3,Mature female speaks convincing and slowly with background noise of mouse clicking,0
983,common_voice_en_18834685.mp3,Deep guttural and husky adult male voice with American accent and clear pronunciation with expressive confident and wavy speech with mouse clicking in the background.,1
984,common_voice_en_18834685.mp3,Adult man speaks slowly with a high-pitched voice and unclear pronunciation with a background static noise.,0
985,common_voice_en_29172730.mp3,High pitched adult male voice with unclear accent and clear pronunciation with exaggerated loud and slow-paced chopped speech whit rhythmic rather emotionless tone.,1
986,common_voice_en_29172730.mp3,adult female with indian accent,0
987,common_voice_en_17280961.mp3,Low pitched adult male voice with American accent and clear pronunciation with hasty rather emotionless speech.,1
988,common_voice_en_17280961.mp3,Mature male voice speaks with charm and seems knowledgeable ,0
989,common_voice_en_17994242.mp3,High pitched young childlike male voice with probably American accent and loud clear pronunciation with yelling rather annoying speech with a child speaking in the background.,1
990,common_voice_en_17994242.mp3,A young man with an American accent speaks calmly with a nasal voice stumbling a bit and pausing to read the words.,0
991,common_voice_en_26960553.mp3,Low pitched piercing elderly male voice with American accent and clear pronunciation with loud convincing and expressive speech with crackly noise in the background.,1
992,common_voice_en_26960553.mp3,"A woman speaking two sentences about crickets and lizards, notable cut between each sentence and some unclear pronunciation at the end of the first sentence.",0
993,common_voice_en_17264250.mp3,Low pitched adult male voice with probably British accent and clear pronunciation with emotionless calm speech which seems a bit mocking and also soothing tone with a mouse click in the end.,1
994,common_voice_en_17264250.mp3,Adult male deep pitched voice in a echoing room.,0
995,common_voice_en_20825906.mp3,Low pitched guttural adult male voice with unclear probably Irish accent and clear pronunciation with loud singsong speech with slight echo in the background.,1
996,common_voice_en_20825906.mp3,Foreign young male adult talking slowly and trying to pronounce as clearly as possible because there is background noise of other people talking.,0
997,common_voice_en_18518374.mp3,Deep guttural adult male voice with British accent and clear pronunciation with slow-paced calm and emphasized speech which is quite convincing and vibrating tone.,1
998,common_voice_en_18518374.mp3,Adult male with German accent and emotionless voice speaks slowly.,0
999,p245_220_mic1.flac,Deep guttural adult male voice with American accent and clear pronunciation with calm confident and modulated speech with inhaling sound in the beginning.,1
1000,p245_220_mic1.flac,Adult male low pitched voice with clear pronunciation and convincing speech.,0
1001,common_voice_en_18775690.mp3,"Adult male with sullen voice, little bit disdainful, clear pronunciatin, but sounds unfriendly and unattractive. ",1
1002,common_voice_en_18775690.mp3,Adult man speaks slowly with a hissing voice and unclear pronunciation.,0
1003,common_voice_en_26466902.mp3,"Adult male with high pitched monotone, Indian accent, emotionless.",1
1004,common_voice_en_26466902.mp3,Adult male with clear pronunciation and normal pace.,0
1005,common_voice_en_63311.mp3,"Adult male with German accent, mature and high pitched voice, talks slowly and seem sto be young or middle-aged, has medium intelligibility.",1
1006,common_voice_en_63311.mp3,Teenager female speaking with unclear pronunciation.,0
1007,common_voice_en_19931383.mp3,"Adult male, young man with firm and formal tone, has low pitched voice, clear pronunciation and good intelligibility.",1
1008,common_voice_en_19931383.mp3,Adult male high pitched voice with clear pronunciation and convincing speech.,0
1009,p314_379_mic1.flac,"Adult female, rather young with metallic deep low pitched voice, talks with clear pronunciation and good intelligibility. ",1
1010,p314_379_mic1.flac,Older man with a raspy voice and a British accent speaking slowly and clearly,0
1011,common_voice_en_301774.mp3,"Adult male, a young man with rather high pitched voice and dulcinate tone, has a hissing ""s"" sibilant, talks calmly and with good intelligibility. ",1
1012,common_voice_en_301774.mp3,Mature male with melodious voice and British accent.,0
1013,common_voice_en_655369.mp3,"Adult male with mature high pitched voice, fluent American accent, casual and conversational tone and good intelligibility.",1
1014,common_voice_en_655369.mp3,An adult man with bass voice and American accent speaks ,0
1015,common_voice_en_32259953.mp3,"Adult female with confident and casual tone, sounds young and has American accent, has good intelligibility.",1
1016,common_voice_en_32259953.mp3,"An adult male with a slight British accent, speaking in a low and quiet voice, almost whispering.",0
1017,common_voice_en_592398.mp3,"Adult male with unclear pronunciation, very low intelligibility, high noise, speaker seems to be sullen or arrogant, but it is not understandable exactly due to the poor quality of the recording.",1
1018,common_voice_en_592398.mp3,The serious voice of an adult male with a clear and native pronunciation with convincing voice perception. ,0
1019,common_voice_en_18013140.mp3,"Adult male with low pitched emotionless voice, sounds middle-aged, talks slow and has good intelligibility.",1
1020,common_voice_en_18013140.mp3,Adult female with breathy and feathery voice speaks softly,0
1021,common_voice_en_32815728.mp3,"Adult male voice with deep, seductive and low pitched voice, talking in monotone and slowly.",1
1022,common_voice_en_32815728.mp3,"Adult male with Germanic accent speaking in a clear, but unsure tone of voice.",0
1023,common_voice_en_87554.mp3,"Adult male with mature rather high pitched voice, has an accent, talks fluently and clearly, sounds rather young or middle-aged and has a calming soft voice.",1
1024,common_voice_en_87554.mp3,Adult female with a deep voice speaks emotionlessly.,0
1025,common_voice_en_18403174.mp3,"Middle-aged man with mature low pitched voice, has a rattle in his voice and rather soft tone, sounds dull and formal.",1
1026,common_voice_en_18403174.mp3,Adult female with unclear pronunciation and emotional voice.,0
1027,common_voice_en_19795948.mp3,"Adult male with British accent, popmpous marvellous tone, clear pronunciation, good intelligibility. ",1
1028,common_voice_en_19795948.mp3,"Adult female voice which sounds quite monotone and the speaker sounds bored, there is a slight echo.",0
1029,p265_319_mic1.flac,"Adult female with mature voice, attractive little accent, clear pronunciation, good intelligibility. ",1
1030,p265_319_mic1.flac,Adult male with a calm and confident voice and weak Russian accent,0
1031,common_voice_en_32427592.mp3,"Adult male with clear, soft, harmonious, mature, low pitched deep voice, is soothing and hence attractive.",1
1032,common_voice_en_32427592.mp3,"Adult male with quiet and muffled voice, unclear pronunciation and slow pace.",0
1033,common_voice_en_61398.mp3,Scandalous and very emotional woman with pompous toplofty high pitched voice.,1
1034,common_voice_en_61398.mp3,Adult male with accent speaks with low pitched voice and some white noise background,0
1035,common_voice_en_42024.mp3,"Adult male with nasal low pitched voice, fluent speech, clear pronunciation, good intelligibility.",1
1036,common_voice_en_42024.mp3,Adult man speaking clearly and calmly with a nasal voice,0
1037,common_voice_en_20007933.mp3,"Adult woman (middle-aged or rather elderly) with professional authoritative voice, clear pronunciation.",1
1038,common_voice_en_20007933.mp3,High pitched adult male voice with unclear accent and clear pronunciation with exaggerated loud and slow-paced chopped speech whit rhythmic rather emotionless tone.,0
1039,common_voice_en_23385317.mp3,"Adult male with calm academic tone, speaks formally and emphasising each word, lacks of fluency but has good intelligibility, by age is rather young or middle-aged. ",1
1040,common_voice_en_23385317.mp3,Adult male speaking in flat voice without making proper pauses.,0
1041,common_voice_en_20527411.mp3,"Mature male with an accent, lower unsure voice with a pause at the end.",1
1042,common_voice_en_20527411.mp3,Adult male low pitched confident voice.,0
1043,p294_262_mic1.flac,"Adult female with great pronunciation, lower clear voice.",1
1044,p294_262_mic1.flac,Young woman speaks clearly and quickly.,0
1045,common_voice_en_22002552.mp3,Young woman speaks confidently with jazz music playing in the background.,1
1046,common_voice_en_22002552.mp3,Adult male low pitched clear voice with convincing speech speaking at a moderate pace.,0
1047,common_voice_en_203523.mp3,"Adult male breathes in before speaking, has a bit of an unclear pronunciation and variation in voice pitch.",1
1048,common_voice_en_203523.mp3,"Young woman with childlike cartoonish voice, sounds excited.",0
1049,common_voice_en_469924.mp3,"Young male with high pitched voice, speaks calmly",1
1050,common_voice_en_469924.mp3,"Adult male with British accent speaking in a clear voice with faster tempo, but with low sound, which slightly muffles his speech.",0
1051,common_voice_en_32749601.mp3,Mature male with good pronunciation and convincing voice,1
1052,common_voice_en_32749601.mp3,Adult male with an Indian accent speaks confidently with a smooth voice,0
1053,common_voice_en_17945610.mp3,Mature man with low voice but higher pitched tone and uncertain voice ,1
1054,common_voice_en_17945610.mp3,"Adult male with a German accent and a deep and rich, montone voice hesitates and stumbles a bit while speaking.",0
1055,p281_321_mic1.flac,"young man with a bit of an Australian accent, lower bassy voice.",1
1056,p281_321_mic1.flac,Adult female with low pitched seductive voice speaking with expression and clear pronunciation.,0
1057,p278_231_mic1.flac,Adult male with lower voice speaks sluggishly,1
1058,p278_231_mic1.flac,Adult male with low voice speaks monotonously.,0
1059,common_voice_en_17266315.mp3,"Male voice that gets higher pitched, a bit squeaky, questioning.",1
1060,common_voice_en_17266315.mp3,Adult low pitched male voice with clear pronunciation speaks confidently,0
1061,common_voice_en_19652664.mp3,Adult man with medium pitched voice has a bit of an unclear pronunciation,1
1062,common_voice_en_19652664.mp3,A younger male voice with good pronunciation and an unknown accent,0
1063,common_voice_en_17253924.mp3,"Young woman with childlike cartoonish voice, sounds excited.",1
1064,common_voice_en_17253924.mp3,Mature female with saleswoman voice makes pauses while speaking.,0
1065,common_voice_en_22238312.mp3,"Adult female with lower soft voice, strong accent and unclear pronunciation.",1
1066,common_voice_en_22238312.mp3,Adult deep male voice is speaking seriously.,0
1067,common_voice_en_18681194.mp3,Mature male voice speaks with charm and seems knowledgeable ,1
1068,common_voice_en_18681194.mp3,Foreign young male adult talking slowly and trying to pronounce as clearly as possible because there is background noise of other people talking.,0
1069,p334_339_mic1.flac,"Lower, a bit coarse male voice, fast speaking.",1
1070,p334_339_mic1.flac,"Young male with high pitched voice, speaks calmly",0
1071,common_voice_en_21795747.mp3,Mature woman with lower voice speaks slowly and calmly,1
1072,common_voice_en_21795747.mp3,Adult male low pitched montone soft voice with unclear pronunciation.,0
1073,p244_100_mic1.flac,"Boyish sounding voice, either a very young boy or lower voices female, a bit nasal sound.",1
1074,p244_100_mic1.flac,A mature male with a slightly croaky voice speaking softly and calmly.,0
1075,common_voice_en_26031426.mp3,"Adult woman speaks unclearly with an accent, has a high pitched squeaky voice.",1
1076,common_voice_en_26031426.mp3,Mature male speaking calmly with deep voice at a slow tempo and unclear pronunciation.,0
1077,common_voice_en_21371780.mp3,"Adult man with accent, low bassy voice, with a bit of background echo.",1
1078,common_voice_en_21371780.mp3,Young male with an Eastern European accent and a flat bored voice with background noise of a barking dog.,0
1079,common_voice_en_36683.mp3,Young man with higher clear voice with unclear pronunciation sounds unsure.,1
1080,common_voice_en_36683.mp3,Adult male monotone voice with unclear pronunciation.,0
1081,common_voice_en_546138.mp3,Mature male with squeaky voice and unclear pronunciation,1
1082,common_voice_en_546138.mp3,"Young male with an Estonian accent, slight crackling in the background, sounds convincing.",0
1083,common_voice_en_532382.mp3,Adult female with deep voice and clear pronunciation with piercing speech,1
1084,common_voice_en_532382.mp3,"An adult male with a deep emotionless voice, clear pronunciation and an American accent.",0
1085,common_voice_en_26568225.mp3,Adult female with high pitched voice and unclear pronunciation,1
1086,common_voice_en_26568225.mp3,Mature female with saleswoman voice makes pauses while speaking.,0
1087,common_voice_en_18846801.mp3,Teenager male with deep flat voice speaking monotonously,1
1088,common_voice_en_18846801.mp3,young female with fast speech and clear voice,0
1089,common_voice_en_22204173.mp3,Adult male with British accent and high pitched voice stumbles while speaking,1
1090,common_voice_en_22204173.mp3,Adult male with a serious and unconfident voice and Russian accent,0
1091,common_voice_en_30725801.mp3,Adult male with squeaky high pitched voice speaking monotonously,1
1092,common_voice_en_30725801.mp3,Adult male speaking quietly in a low slow voice with an accent. ,0
1093,common_voice_en_17856214.mp3,Mature male with British accent and deep voice with clear pronunciation,1
1094,common_voice_en_17856214.mp3,Elderly male with African accent and high-pitched voice with somewhat unclear pronunciation,0
1095,p247_208_mic1.flac,Adult male with high pitched voice speaks monotonely,1
1096,p247_208_mic1.flac,Clicks surround a mature American male with a deep voice speaking very clearly.,0
1097,common_voice_en_25889925.mp3,Adult female with high pitched monotone voice,1
1098,common_voice_en_25889925.mp3,Adult female with soft voice and convincing speech,0
1099,common_voice_en_547350.mp3,Adult male with deep flat voice speaks emotionless,1
1100,common_voice_en_547350.mp3,Mature male with a flat monotone voice speaks indistinctly.,0
1101,common_voice_en_73973.mp3,"Adult male with English accent and squeaky, high pitched voice",1
1102,common_voice_en_73973.mp3,"Mature man with bass, deep voice is speaking with clear pronunciation.",0
1103,p341_144_mic1.flac,Adult female with clear pronunciation and convincing speech,1
1104,p341_144_mic1.flac,Adult woman speaking slowly with a high pitched voice,0
1105,common_voice_en_29210291.mp3,Adult male with Southern accent blows into microphone while speaking,1
1106,common_voice_en_29210291.mp3,Adult female with austere and firm voice speaks ,0
1107,common_voice_en_27639213.mp3,Adult male with bass monotone voice speaks convincing,1
1108,common_voice_en_27639213.mp3,Low pitched hoarse adult male voice with American accent and clear pronunciation with calm modulated and rather convincing speech emphasizing some words with static noise in the background.,0
1109,common_voice_en_21976991.mp3,Adult male with high pitched flat voice speaks convincing with background noise of hiss,1
1110,common_voice_en_21976991.mp3,"Mature female with Indian accent, mostly unclear pronunciation and high pitched piercing nasal voice.",0
1111,common_voice_en_23960327.mp3,Mature female with squeaky high pitched voice,1
1112,common_voice_en_23960327.mp3,Adult woman with high pitched voice speaks with pauses and with unclear pronunciation.,0
1113,common_voice_en_24570495.mp3,Mature male with serious deep monotone voice speaks slowly,1
1114,common_voice_en_24570495.mp3,Adult male with clear pronunciation and deep emotionless voice speaks calmly.,0
1115,common_voice_en_23359003.mp3,Adult female with high pitched monotone voice speaks slowly,1
1116,common_voice_en_23359003.mp3,Young female with Indian accent is speaking with emotional voice.,0
1117,common_voice_en_20536681.mp3,Mature female speaks convincing and slowly with background noise of mouse clicking,1
1118,common_voice_en_20536681.mp3,"Male voice that gets higher pitched, a bit squeaky, questioning.",0
1119,common_voice_en_24893093.mp3,Adult male with low pitched deep voice and monotone speech,1
1120,common_voice_en_24893093.mp3,Adult female speaking with convincing intonation making relevant pauses between words,0
1121,common_voice_en_48707.mp3,Older female voice with a confident but a bit wobbly sound speaking clearly with some background noise,1
1122,common_voice_en_48707.mp3,Adult male low pitched soft voice with pauses in speech and other people laughing in the background.,0
1123,p258_003_mic1.flac,Adult male voice with crisp clear sound speaking calmly and understandably,1
1124,p258_003_mic1.flac,Adult female with deep voice and clear pronunciation with piercing speech,0
1125,common_voice_en_184531.mp3,Adult female voice with an accent and quiet smooth sound,1
1126,common_voice_en_184531.mp3,"Adult male with British accent and clear pronunciation, quick pace.",0
1127,common_voice_en_19689806.mp3,"Older woman with an American accent speaking with piercing ""s"" sounds",1
1128,common_voice_en_19689806.mp3,Teenager flat female voice with clear pronunciation sounds like an english native speaker sounds nervous with hiss as a background noise.,0
1129,common_voice_en_19789408.mp3,Adult male voice with low pitch speaking calmly and clearly,1
1130,common_voice_en_19789408.mp3,Teenage male with British accent and low-pitched voice,0
1131,common_voice_en_25771682.mp3,Adult male voice speaking calmly and carefully with some short pauses,1
1132,common_voice_en_25771682.mp3,An adult man speaking clearly but in an uninteresting manner.,0
1133,common_voice_en_27150782.mp3,Adult male with a deep echoey voice and an Indian accent that can be hard to understand at times,1
1134,common_voice_en_27150782.mp3,The low pitched voice of an adult male with a native and moderate pronunciation with convincing voice perception.,0
1135,common_voice_en_511357.mp3,Mature woman with a lower pitched smooth voice speaking quietly ,1
1136,common_voice_en_511357.mp3,The man in the audio speaks slowly and clearly with a neutral English accent. There are a few pauses in the speech.,0
1137,common_voice_en_27296957.mp3,Mature woman with an American accent and lower pitch speaking quite slowly with short pauses,1
1138,common_voice_en_27296957.mp3,Young male with high pitched voice mumbles while speaking very fast.,0
1139,p231_428_mic1.flac,Adult female voice with an accent and soft smooth sound speaking not very understandably,1
1140,p231_428_mic1.flac,"Adult female voice with unclear pronunciation speaks very fast, speech is confident yet emotionless",0
1141,p275_278_mic1.flac,Adult male voice with some kind of British accent and medium-high pace,1
1142,p275_278_mic1.flac,Adult male with squeaky high pitched voice speaking monotonously,0
1143,p293_055_mic1.flac,Deeper female voice with an accent with a relatively flat tone,1
1144,p293_055_mic1.flac,Young female voice is speaking friendly with surprise.,0
1145,common_voice_en_15735573.mp3,Adult male voice with a deep smooth sound speaking with fast pace,1
1146,common_voice_en_15735573.mp3,"Adult male with a smart, flat and convincing voice ",0
1147,p275_123_mic1.flac,Male voice with a deep sound speaking in a quick burst,1
1148,p275_123_mic1.flac,Adult man speaks with a serious-sounding deep voice with a bass.,0
1149,common_voice_en_19825117.mp3,Older man with a deep raspy voice speaking unclearly in one long string of words with a short pause,1
1150,common_voice_en_19825117.mp3,"Mature male with confident, calm and monotone voice with Indian accent and unclear pronunciation.",0
1151,common_voice_en_24451396.mp3,Female voice speaking in a very unclear way with buzzing noise,1
1152,common_voice_en_24451396.mp3,"Teenager male voice with clear pronunciation speech sounds uninterested and emotionless, speaks calmly.",0
1153,common_voice_en_25231609.mp3,Childlike female voice with high pitch speaking softly,1
1154,common_voice_en_25231609.mp3,The loud and emotional voice of an adult male with a clear pronunciation. ,0
1155,common_voice_en_495428.mp3,Older man with a raspy voice and a British accent speaking slowly and clearly,1
1156,common_voice_en_495428.mp3,Adult male with bass wavering voice and emotionless speech.,0
1157,p314_023_mic1.flac,Adult female voice with a British accent and a soft clear sound speaking smoothly with medium-slow pace,1
1158,p314_023_mic1.flac,Adult female with low pitched surprised voice and an accent with unclear pronunciation and creaking sound in the background.,0
1159,common_voice_en_31075906.mp3,Adult male voice with a raspy sound speaking quietly in a very relaxed way,1
1160,common_voice_en_31075906.mp3,An adult male with an European accent saying a sentence with a mispronunciation in the final word.,0
1161,common_voice_en_559602.mp3,Adult male with German accent and neutral voice.,1
1162,common_voice_en_559602.mp3,Child male with sharp voice and an accent with knocking in the background stumbles while speaking.,0
1163,common_voice_en_28775937.mp3,Mature male with British accent and deep voice asks a question.,1
1164,common_voice_en_28775937.mp3,Teenage female has an unnatural pause towards the end while speaking.,0
1165,common_voice_en_21807700.mp3,Adult male with American accent speaks quietly and with echo.,1
1166,common_voice_en_21807700.mp3,Middle aged male sounds like too far away from the microphone.,0
1167,common_voice_en_169756.mp3,Adult male with German accent and emotionless voice speaks slowly.,1
1168,common_voice_en_169756.mp3,"male teenager, nasal voice, a bit hard to understand, unclear pronounciation, ",0
1169,common_voice_en_64645.mp3,Adult male with lively voice speaks quietly.,1
1170,common_voice_en_64645.mp3,"Adult man speaks with a low-pitched, monotone voice.",0
1171,common_voice_en_19533780.mp3,Mature male with American accent and neutral voice speaks informatively.,1
1172,common_voice_en_19533780.mp3,Adult male with a low pitched voice an an Italian accent speaks quickly with unclear pronounciation,0
1173,common_voice_en_571063.mp3,Adult male with the deep booming voice of a movie trailer narrator speaks with emphasis.,1
1174,common_voice_en_571063.mp3,"Mature female with seductive, emotional, mysterious and confident voice with American accent.",0
1175,common_voice_en_528434.mp3,Young male with Indian accent speaks slowly with background noise.,1
1176,common_voice_en_528434.mp3,"Adult male with sullen voice, little bit disdainful, clear pronunciatin, but sounds unfriendly and unattractive. ",0
1177,common_voice_en_20433600.mp3,Young adult male with unclear pronunciation speaks quietly and quickly.,1
1178,common_voice_en_20433600.mp3,"A young girl speaking loudly and in a slightly aggravated tone, some sort of machine can be heard in the background.",0
1179,common_voice_en_24563419.mp3,Adult male with African accent and deep raspy voice.,1
1180,common_voice_en_24563419.mp3,Adult man speaks slowly with a monotone and emotionless voice.,0
1181,common_voice_en_22219398.mp3,Mature male with British accent and soft high pitched voice speaking softly and flatly.,1
1182,common_voice_en_22219398.mp3,Young female with Indian accent is speaking with emotional voice.,0
1183,common_voice_en_684998.mp3,Adult male with unknown accent and unclear voice speaks quietly.,1
1184,common_voice_en_684998.mp3,Young adult female with a Scottish accent speaks with an airy voice ,0
1185,common_voice_en_21283098.mp3,Adult male with Spanish accent and lively voice speaking convincingly.,1
